,City,Country,Department,EndDate,Firstname,FiscalYear,ID,Institution,Lastname,Middlename,NamePrefix,NameSuffix,PostalCode,StartDate,State,Title
23309,New York,USA,Department of French,1994-11-29,Evelyn,1995,7198,New York University,Vitz,Birge,Prof.,{},10012-1019,1994-11-29,NY,Professor of French
23310,Jacksonville,USA,{},2010-07-29,Rico,2010,78555,University of North Florida,Vitz,{},Dr.,{},32224-7699,2010-07-29,FL,{}
23311,Richmond,USA,Margaret R. and Robert M. Freeman Library,2012-07-13,Lee,2012,80845,Virginia Museum of Fine Arts,Viverette,Bagby,{},{},23221,2012-07-13,VA,"Director of Library, Museum and Statewide Resources"
23312,Richmond,USA,Margaret R. and Robert M. Freeman Library,1900-01-01,Lee,2015,83994,Virginia Museum of Fine Arts,Viverette,Bagby,{},{},23221,2015-07-10,VA,"Director of Library, Museum and Statewide Resources"
23313,Syracuse,USA,Communication and Rhetorical Studies,2008-11-30,Bradford,2009,76970,Syracuse University,Vivian,{},Dr.,{},13244-0001,2008-10-31,NY,Assistant Professor
23314,Syracuse,USA,Communication and Rhetorical Studies,2010-11-30,Bradford,2011,79157,Syracuse University,Vivian,{},Dr.,{},13244-0001,2010-10-31,NY,Assistant Professor
23315,Tucson,USA,{},1989-08-04,R. Gwinn,1989,8377,Arizona State Museum,Vivian,{},Dr.,{},85721-0001,1989-08-03,AZ,Curator of Archaeology
23316,Tucson,USA,{},1994-07-08,R. Gwinn,1994,8698,Arizona State Museum,Vivian,{},Dr.,{},85721-0001,1994-07-07,AZ,Curator of Archaeology
23317,Washington,USA,{},1991-04-25,John,1991,9381,George Washington University,Vlach,M.,Dr.,{},20052-0001,1991-04-24,DC,"Prof, Dir, Folklife Program"
23318,Iowa City,USA,Department of History,2008-07-21,Stephen,2008,76686,University of Iowa,Vlastos,{},Dr.,{},52242-1320,2008-07-21,IA,Professor
23319,Marine,USA,{},1998-05-20,Tom,1998,9822,Tom Voegeli Productions,Voegeli,{},{},{},55047-0245,1998-05-20,MN,President
23320,Green Bay,USA,{},2007-07-18,David,2007,75776,"University of Wisconsin, Green Bay",Voelker,J.,Prof.,{},54311-7003,2007-07-18,WI,{}
23321,Lancaster,USA,English,1993-12-16,Joseph,1994,5435,Franklin and Marshall College,Voelker,C.,Dr.,{},17603-2802,1993-12-16,PA,Administrator
23322,Lancaster,USA,English,1994-12-16,Joseph,1995,5519,Franklin and Marshall College,Voelker,C.,Dr.,{},17603-2802,1994-12-16,PA,Administrator
23323,{},USA,{},1991-02-01,Morris,1991,8485,NSF/Morris Vogel,Vogel,J.,Dr.,{},{},1991-01-31,{},{}
23324,{},USA,{},1998-10-16,Morris,1999,17606,NSF/Morris Vogel,Vogel,J.,Dr.,{},{},1998-10-16,{},{}
23325,{},USA,{},2001-03-19,Morris,2001,8254,NSF/Morris Vogel,Vogel,J.,Dr.,{},{},2001-03-19,{},{}
23326,{},USA,{},2003-05-19,Morris,2003,70020,NSF/Morris Vogel,Vogel,J.,Dr.,{},{},2003-05-19,{},{}
23327,{},USA,{},2014-07-17,Morris,2014,82880,NSF/Morris Vogel,Vogel,J.,Dr.,{},{},2014-07-17,{},{}
23328,New York,USA,{},2000-04-03,Susan,2000,8211,MUSE Film and Television,Vogel,{},{},{},10022,2000-04-03,NY,{}
23329,Pierre,USA,{},2007-11-08,Jay,2008,76160,South Dakota State Historical Society,Vogt,{},Mr.,{},57501-2200,2007-11-08,SD,Director
23330,Pierre,USA,{},2011-08-04,Jay,2011,79782,South Dakota State Historical Society,Vogt,{},Mr.,{},57501-2200,2011-08-04,SD,Director
23331,New York,USA,Department of Philosophy,2012-11-30,Katja,2013,81274,Columbia University,Vogt,Maria,Dr.,{},10027-7922,2012-11-30,NY,Professor
23332,{},USA,{},1995-04-25,Pamela,1995,2215,Secondary School,Vohnson,{},Ms.,{},{},1995-04-25,{},{}
23333,Philadelphia,USA,{},1997-01-07,Mary,1997,66170,University of Pennsylvania,Voigt,M.,Dr.,{},19104-6205,1997-01-07,PA,{}
23334,Philadelphia,USA,{},2002-01-15,Mary,2002,25016,University of Pennsylvania,Voigt,M.,Dr.,{},19104-6205,2002-01-15,PA,{}
23335,Kansas City,USA,{},1992-01-23,Linda,1992,55446,"University of Missouri, Kansas City",Voigts,E.,Prof.,{},64110-2446,1992-01-23,MO,Curator's Professor of English
23336,Kansas City,USA,{},1996-11-07,Linda,1997,17525,"University of Missouri, Kansas City",Voigts,E.,Prof.,{},64110-2446,1996-11-07,MO,Curator's Professor of English
23337,Kansas City,USA,{},2003-10-17,Linda,2004,70621,"University of Missouri, Kansas City",Voigts,E.,Prof.,{},64110-2446,2003-10-17,MO,Curator's Professor of English
23338,Washington,USA,School of Foreign Service,1900-01-01,John,0,85239,Georgetown University,Voll,O.,Prof.,{},20057-0001,1900-01-01,DC,Professor Emeritus of Islamic History
23339,Washington,USA,School of Foreign Service,1991-12-12,John,1992,6872,Georgetown University,Voll,O.,Prof.,{},20057-0001,1991-12-12,DC,Professor Emeritus of Islamic History
23340,Washington,USA,School of Foreign Service,1992-11-30,John,1993,6934,Georgetown University,Voll,O.,Prof.,{},20057-0001,1992-11-30,DC,Professor Emeritus of Islamic History
23341,Washington,USA,School of Foreign Service,1993-12-01,John,1994,7079,Georgetown University,Voll,O.,Prof.,{},20057-0001,1993-12-01,DC,Professor Emeritus of Islamic History
23342,Washington,USA,School of Foreign Service,1997-04-25,John,1997,7818,Georgetown University,Voll,O.,Prof.,{},20057-0001,1997-04-25,DC,Professor Emeritus of Islamic History
23343,Washington,USA,School of Foreign Service,2003-06-30,John,2003,70120,Georgetown University,Voll,O.,Prof.,{},20057-0001,2003-06-30,DC,Professor Emeritus of Islamic History
23344,Washington,USA,School of Foreign Service,2004-10-15,John,2005,73354,Georgetown University,Voll,O.,Prof.,{},20057-0001,2004-10-15,DC,Professor Emeritus of Islamic History
23345,Washington,USA,School of Foreign Service,2010-06-14,John,2010,78480,Georgetown University,Voll,O.,Prof.,{},20057-0001,2010-06-14,DC,Professor Emeritus of Islamic History
23346,Washington,USA,School of Foreign Service,2012-08-09,John,2012,80786,Georgetown University,Voll,O.,Prof.,{},20057-0001,2012-08-09,DC,Professor Emeritus of Islamic History
23347,Cambridge,USA,Mahindra Humanities Center,1900-01-01,Andrea,0,86098,Harvard University,Volpe,L.,Dr.,{},02138-3800,1900-01-01,MA,Mellon Seminar Program Coordinator
23348,Cambridge,USA,Mahindra Humanities Center,2009-08-14,Andrea,2009,77440,Harvard University,Volpe,L.,Dr.,{},02138-3800,2009-08-14,MA,Mellon Seminar Program Coordinator
23349,Davis,USA,Department of East Asian Languages and Cultures; Dept. of Comparative Literature,2001-01-01,Sophie,2002,6357,"University of California, Davis",Volpp,A.,{},{},95618-6153,2001-12-02,CA,Assistant Professor
23350,Davis,USA,Department of East Asian Languages and Cultures; Dept. of Comparative Literature,2002-12-24,Sophie,2003,66878,"University of California, Davis",Volpp,A.,{},{},95618-6153,2002-10-15,CA,Assistant Professor
23351,Claremont,USA,{},1994-07-29,Rudolph,1994,3893,Pitzer College,Volti,R.,Mr.,{},91711-6101,1994-07-29,CA,Department of Sociology
23352,Washington,USA,Walsh School of Foreign Service/Department of History,2012-08-02,Anna,2012,80840,Georgetown University,von der Goltz,{},{},{},20057-0001,2012-08-02,DC,Assistant Professor of History
23353,Ann Arbor,USA,{},2011-11-30,Penny,2012,80183,"University of Michigan, Ann Arbor",Von Eschen,Marie,Prof.,{},48109-1382,2011-11-30,MI,{}
23354,Pullman,USA,{},1993-01-30,Albert,1993,4310,Washington State University,Von Frank,J.,Prof.,{},99164-0001,1992-12-02,WA,Professor of English
23355,Pullman,USA,{},1994-03-01,Albert,1994,4429,Washington State University,Von Frank,J.,Prof.,{},99164-0001,1994-03-01,WA,Professor of English
23356,Tallahassee,USA,{},2009-11-19,Denise,2010,78023,Florida State University,Von Glahn,R.,Dr.,{},32306-0001,2009-11-19,FL,{}
23357,Los Angeles,USA,History,2013-08-05,Richard,2013,81843,"University of California, Los Angeles",von Glahn,{},Dr.,{},90095-9000,2013-08-05,CA,Professor of History
23358,New York,USA,{},1996-12-04,Mark,1997,66134,Columbia University,Von Hagen,L.,Prof.,{},10027-7922,1996-12-04,NY,Dir. The Harriman Institute
23359,Washington,USA,Department of History,1900-01-01,Arpad,0,84662,Catholic University of America,von Klimo,{},{},{},20064-0001,1900-01-01,DC,Associate Professor of History
23360,Salt Lake City,USA,Department of History,2010-08-02,Peter,2010,78507,University of Utah,von Sivers,{},Prof.,{},84112-9055,2010-08-02,UT,Associate Professor of History
23361,Providence,USA,History,2001-12-23,Michael,2002,6321,Brown University,Vorenberg,{},Prof.,{},02912-0001,2001-11-23,RI,Associate Professor
23362,Providence,USA,History,2002-12-24,Michael,2003,66791,Brown University,Vorenberg,{},Prof.,{},02912-0001,2002-10-15,RI,Associate Professor
23363,DeLand,USA,{},1993-11-27,Nancy,1994,7012,Stetson University,Vosburg,B.,Dr.,{},32723-8300,1993-11-27,FL,Professor of Foreign Languages
23364,DeLand,USA,{},1995-08-11,Nancy,1995,3993,Stetson University,Vosburg,B.,Dr.,{},32723-8300,1995-08-11,FL,Professor of Foreign Languages
23365,Williamsburg,USA,{},2010-08-03,Kevin,2010,78648,College of William and Mary,Vose,Alan,Dr.,{},23186-0002,2010-08-03,VA,{}
23366,Houston,USA,{},2001-01-01,Lynn,2001,6280,University of Houston,Voskuil,M.,Dr.,{},77204-0001,2000-12-02,TX,Assistant Professor
23367,Houston,USA,{},2003-12-12,Lynn,2004,70501,University of Houston,Voskuil,M.,Dr.,{},77204-0001,2003-10-27,TX,Assistant Professor
23368,Houston,USA,{},2005-11-30,Lynn,2006,74256,University of Houston,Voskuil,M.,Dr.,{},77204-0001,2005-10-31,TX,Assistant Professor
23369,Houston,USA,{},2007-11-30,Lynn,2008,76044,University of Houston,Voskuil,M.,Dr.,{},77204-0001,2007-10-31,TX,Assistant Professor
23370,Houston,USA,{},2012-07-19,Lynn,2012,80695,University of Houston,Voskuil,M.,Dr.,{},77204-0001,2012-07-19,TX,Assistant Professor
23371,Urbana,USA,"Champaign County Historical Archives, Urbana Free Library",2007-07-10,Anke,2007,75898,Urbana Free Library,Voss,{},Ms.,{},61801-3953,2007-07-10,IL,Director
23372,Urbana,USA,"Champaign County Historical Archives, Urbana Free Library",2010-07-16,Anke,2010,78733,Urbana Free Library,Voss,{},Ms.,{},61801-3953,2010-07-16,IL,Director
23373,Urbana,USA,"Champaign County Historical Archives, Urbana Free Library",2014-07-11,Anke,2014,82705,Urbana Free Library,Voss,{},Ms.,{},61801-3953,2014-07-11,IL,Director
23374,Los Angeles,USA,Collection Information and Access,2011-05-26,Karen,2011,79557,J. Paul Getty Museum,Voss,{},{},{},90049-1687,2011-05-26,CA,Media Producer
23375,Los Angeles,USA,Collection Information and Access,2013-11-07,Karen,2014,82077,J. Paul Getty Museum,Voss,{},{},{},90049-1687,2013-11-07,CA,Media Producer
23376,San Francisco,{},{},1900-01-01,Lois,2015,84169,Independent Lens,Vossen,{},{},{},94107,2015-09-01,CA,Deputy Executive Producer
23377,San Francisco,USA,{},1990-05-23,LeRoy,1990,7634,Urban School of San Francisco,Votto,J.,Mr.,{},94117-2017,1990-05-23,CA,History Teacher
23378,Northfield,USA,{},2013-04-18,George,2013,81624,Carleton College,Vrtis,{},{},{},55057-4044,2013-04-18,MN,Associate Professor of Environmental Studies and History
23379,Northfield,USA,{},1900-01-01,George,2015,84293,Carleton College,Vrtis,{},{},{},55057-4044,2015-09-17,MN,Associate Professor of Environmental Studies and History
23380,Claremont,USA,{},1990-12-30,Albert,1991,5246,Pitzer College,Wachtel,{},Dr.,{},91711-6101,1990-11-05,CA,Professor of English
23381,Claremont,USA,{},1991-12-31,Albert,1992,5295,Pitzer College,Wachtel,{},Dr.,{},91711-6101,1991-11-21,CA,Professor of English
23382,{},{},{},2002-05-24,Andrew,2002,796,Unaffiliated Independent Scholar,Wachtel,{},Prof.,{},{},2002-05-24,{},{}
23383,{},{},{},2009-02-24,Andrew,2009,77135,Unaffiliated Independent Scholar,Wachtel,{},Prof.,{},{},2009-02-24,{},{}
23384,Rock Island,USA,{},1992-12-08,Brice,1993,5643,"Augustana College, Rock Island",Wachterhauser,R.,Prof.,{},61201-2210,1992-12-08,IL,{}
23385,Rock Island,USA,{},1993-10-26,Brice,1994,5708,"Augustana College, Rock Island",Wachterhauser,R.,Prof.,{},61201-2210,1993-10-26,IL,{}
23386,Pullman,USA,{},1990-08-15,Mary,1990,2762,Washington State University,Wack,Frances,Dr.,{},99164-0001,1990-08-15,WA,{}
23387,Syracuse,USA,School of Architecture,1996-12-15,Patricia,1997,7322,Syracuse University,Waddy,A.,Prof.,{},13244-0001,1996-11-15,NY,Professor Emeritus
23388,Syracuse,USA,School of Architecture,2005-11-30,Patricia,2006,74272,Syracuse University,Waddy,A.,Prof.,{},13244-0001,2005-10-31,NY,Professor Emeritus
23389,Syracuse,USA,School of Architecture,2011-12-14,Patricia,2012,80134,Syracuse University,Waddy,A.,Prof.,{},13244-0001,2011-12-14,NY,Professor Emeritus
23390,Syracuse,USA,School of Architecture,2014-07-22,Patricia,2014,82724,Syracuse University,Waddy,A.,Prof.,{},13244-0001,2014-07-22,NY,Professor Emeritus
23391,Washington,USA,{},2010-09-30,Jennifer,2010,78868,Library of Congress,Wade,A.,Dr.,{},20540,2010-09-30,DC,Research Chemist
23392,Urbana,USA,Germanic Languages and Literatures,2015-01-22,Mara,2015,83379,"University of Illinois, Urbana-Champaign",Wade,R.,Dr.,{},61820-5711,2015-01-22,IL,Professor
23393,Austin,USA,Department of Anthropology,1900-01-01,Mariah,0,84597,"University of Texas, Austin",Wade,Fatima,Prof.,{},78712-0100,1900-01-01,TX,Associate Professor of Anthropology
23394,Fairfax,USA,{},1989-05-22,Rex,1989,50499,George Mason University,Wade,{},Prof.,{},22030-4444,1989-05-22,VA,Professor of History
23395,New York,USA,{},1989-05-22,Richard,1989,50497,"CUNY Research Foundation, Graduate School and University Center",Wade,{},Prof.,{},10016-4309,1989-05-22,NY,Professor of History
23396,McMinnville,USA,Department of History,2014-04-03,Lissa,2014,82519,Linfield College,Wadewitz,{},Dr.,{},97128-6894,2014-04-03,OR,Associate Professor
23397,Phoenix,USA,{},2006-02-13,Timothy,2006,74672,Maricopa County Library District,Wadham,{},Dr.,{},85032-1201,2006-02-13,AZ,Children's Services Coordinator/Maricopa County Library District
23398,Phoenix,USA,{},2007-08-01,Timothy,2007,75953,Maricopa County Library District,Wadham,{},Dr.,{},85032-1201,2007-08-01,AZ,Children's Services Coordinator/Maricopa County Library District
23399,Los Altos Hills,USA,Department of English,2001-05-21,Rashna,2001,710,Pinewood School,Wadia,{},Ms.,{},94022,2001-05-21,CA,{}
23400,Los Altos Hills,USA,Department of English,2002-05-20,Rashna,2002,786,Pinewood School,Wadia,{},Ms.,{},94022,2002-05-20,CA,{}
23401,Syracuse,USA,Department of Anthropology,1991-01-25,Susan,1991,8482,Syracuse University,Wadley,S.,Prof.,{},13244-0001,1991-01-24,NY,Ford Maxwell Professor of South Asian Studies
23402,Syracuse,USA,Department of Anthropology,1995-09-26,Susan,1995,2229,Syracuse University,Wadley,S.,Prof.,{},13244-0001,1995-09-25,NY,Ford Maxwell Professor of South Asian Studies
23403,Syracuse,USA,Department of Anthropology,2007-01-30,Susan,2007,75497,Syracuse University,Wadley,S.,Prof.,{},13244-0001,2007-01-30,NY,Ford Maxwell Professor of South Asian Studies
23404,Austin,USA,{},1991-08-23,Warwick,1991,2822,"University of Texas, Austin",Wadlington,D.,Prof.,{},78712-0100,1991-08-23,TX,Professor of English
23405,Charlottesville,USA,{},1994-04-26,Ellen,1994,9582,"American Focus, Inc.",Wagner,C.,Ms.,{},22902,1994-04-25,VA,Producer
23406,Galesburg,USA,{},2004-08-09,Jon,2004,72942,Knox College,Wagner,G.,Dr.,{},61401-4999,2004-08-09,IL,{}
23407,Carlisle,{},{},1900-01-01,Kevin,2015,83678,Carlisle Area School District,Wagner,{},{},{},{},2015-04-27,PA,"Program Chair, Social Studies"
23408,Charlottesville,USA,{},1994-07-15,Paul,1994,9615,"American Focus, Inc.",Wagner,{},Mr.,{},22902,1994-07-15,VA,{}
23409,Charlottesville,USA,{},2000-04-03,Paul,2000,8962,"American Focus, Inc.",Wagner,{},Mr.,{},22902,2000-04-03,VA,{}
23410,Charlottesville,USA,{},1991-02-12,Roy,1991,50402,University of Virginia,Wagner,{},Prof.,{},22903-4833,1991-02-12,VA,Professor of Anthropology
23411,Charlottesville,USA,{},1992-08-07,Roy,1992,2891,University of Virginia,Wagner,{},Prof.,{},22903-4833,1992-08-07,VA,Professor of Anthropology
23412,Charlottesville,USA,{},1997-01-08,Roy,1997,66164,University of Virginia,Wagner,{},Prof.,{},22903-4833,1997-01-08,VA,Professor of Anthropology
23413,{},{},{},2001-05-22,Sarah,2001,10252,{},Wagner,S.,Ms.,{},{},2001-05-22,{},{}
23414,East Lansing,USA,{},1993-08-05,Linda,1993,2955,Michigan State University,Wagner-Martin,C.,Dr.,{},48824-3407,1993-08-05,MI,{}
23415,East Lansing,USA,{},2007-08-06,Linda,2007,75925,Michigan State University,Wagner-Martin,C.,Dr.,{},48824-3407,2007-08-06,MI,{}
23416,East Lansing,USA,{},2010-04-20,Linda,2010,78348,Michigan State University,Wagner-Martin,C.,Dr.,{},48824-3407,2010-04-20,MI,{}
23417,Stillwater,USA,{},2007-12-03,Rebecca,2008,76217,St. Croix Preparatory Academy,Wahl,{},Ms.,{},55082-5004,2007-12-03,MN,Social Studies Teacher
23418,Pocatello,USA,{},1991-12-31,Russell,1992,5277,Idaho State University,Wahl,{},Prof.,{},83201-5377,1991-11-21,ID,Department of Philosophy
23419,Pocatello,USA,{},1992-12-31,Russell,1993,5367,Idaho State University,Wahl,{},Prof.,{},83201-5377,1992-10-31,ID,Department of Philosophy
23420,Pocatello,USA,{},1993-12-16,Russell,1994,5443,Idaho State University,Wahl,{},Prof.,{},83201-5377,1993-12-16,ID,Department of Philosophy
23421,Bloomington,USA,{},2004-07-15,Dror,2004,73005,"Indiana University, Bloomington",Wahrman,{},Prof.,{},47405-7000,2004-07-15,IN,{}
23422,Mountain View,USA,{},2005-12-06,Guenter,2006,74485,"Research Libraries Group, Inc.",Waibel,{},Mr.,{},94041-2919,2005-12-06,CA,Program Officer
23423,{},{},{},1989-04-15,Ronald,1989,4587,{},Wainscott,H.,Dr.,{},{},1989-02-10,{},{}
23424,{},{},{},1990-03-31,Ronald,1990,4714,{},Wainscott,H.,Dr.,{},{},1990-01-10,{},{}
23425,{},{},{},1991-03-31,Ronald,1991,4828,{},Wainscott,H.,Dr.,{},{},1991-01-17,{},{}
23426,{},{},{},1992-03-31,Ronald,1992,4940,{},Wainscott,H.,Dr.,{},{},1992-02-03,{},{}
23427,{},{},{},1995-03-03,Ronald,1995,24903,{},Wainscott,H.,Dr.,{},{},1995-03-03,{},{}
23428,{},{},{},1997-10-31,Ronald,1998,17565,{},Wainscott,H.,Dr.,{},{},1997-10-31,{},{}
23429,Milwaukee,USA,{},1989-12-14,William,1990,6535,"University of Wisconsin, Milwaukee",Wainwright,J.,Prof.,{},53212-1255,1989-12-14,WI,Department of Philosophy
23430,Milwaukee,USA,{},1990-12-06,William,1991,6653,"University of Wisconsin, Milwaukee",Wainwright,J.,Prof.,{},53212-1255,1990-12-06,WI,Department of Philosophy
23431,Milwaukee,USA,{},1992-08-11,William,1992,2898,"University of Wisconsin, Milwaukee",Wainwright,J.,Prof.,{},53212-1255,1992-08-11,WI,Department of Philosophy
23432,Milwaukee,USA,{},1993-08-18,William,1993,2948,"University of Wisconsin, Milwaukee",Wainwright,J.,Prof.,{},53212-1255,1993-08-18,WI,Department of Philosophy
23433,Milwaukee,USA,{},1994-08-18,William,1994,3011,"University of Wisconsin, Milwaukee",Wainwright,J.,Prof.,{},53212-1255,1994-08-18,WI,Department of Philosophy
23434,Milwaukee,USA,{},1995-08-04,William,1995,3085,"University of Wisconsin, Milwaukee",Wainwright,J.,Prof.,{},53212-1255,1995-08-04,WI,Department of Philosophy
23435,Killeen,USA,{},1990-12-31,Albert,1991,5230,Central Texas College,Waite,C.,Mr.,{},76549-1272,1990-11-05,TX,Instructor
23436,Middletown,USA,Encyclopedia of Connecticut Online,2007-03-06,Shirley,2007,75541,Connecticut Humanities Council,Wajda,T.,Dr.,{},06457-3204,2007-03-06,CT,Project Historian
23437,Middletown,USA,Encyclopedia of Connecticut Online,2010-08-05,Shirley,2010,78621,Connecticut Humanities Council,Wajda,T.,Dr.,{},06457-3204,2010-08-05,CT,Project Historian
23438,Washington,USA,{},1989-03-31,Jon,1989,4609,Catholic University of America,Wakelyn,L.,Mr.,{},20064-0001,1989-02-15,DC,Prof. of History & Chairman
23439,Washington,USA,{},1990-03-31,Jon,1990,4700,Catholic University of America,Wakelyn,L.,Mr.,{},20064-0001,1990-01-10,DC,Prof. of History & Chairman
23440,New York,USA,{},1990-10-17,Frederic,1991,43103,Social Science Research Council,Wakeman,E.,Prof.,{},10019-5870,1990-10-17,NY,{}
23441,Bronx,USA,{},1992-03-31,Rosemary,1992,4958,Fordham University,Wakeman,M.,Dr.,{},10458-9993,1992-02-04,NY,{}
23442,Boise,USA,Department of History,2013-12-05,Emily,2014,82288,Boise State University,Wakild,{},Dr.,{},83725-0001,2013-12-05,ID,Associate Professor of History
23443,Iowa City,USA,{},2007-10-23,Timothy,2008,76000,Herbert Hoover Presidential Library and Museum,Walch,G.,Dr.,{},52245,2007-10-23,IA,Director
23444,Iowa City,USA,{},2011-10-27,Timothy,2012,80064,Herbert Hoover Presidential Library and Museum,Walch,G.,Dr.,{},52245,2011-10-27,IA,Director
23445,Ann Arbor,USA,Departments of English Literature and American Culture,2013-12-05,Alan,2014,82238,"University of Michigan, Ann Arbor",Wald,M.,Dr.,{},48109-1382,2013-12-05,MI,H. Chandler Davis Collegiate Professor of English Literature and in American Culture
23446,Washington,USA,Department of English,1900-01-01,Gayle,0,84986,George Washington University,Wald,F.,Dr.,{},20052-0001,1900-01-01,DC,Professor of English and American Studies
23447,Washington,USA,Department of English,2008-08-11,Gayle,2008,76571,George Washington University,Wald,F.,Dr.,{},20052-0001,2008-08-11,DC,Professor of English and American Studies
23448,Washington,USA,Department of English,2013-11-07,Gayle,2014,82076,George Washington University,Wald,F.,Dr.,{},20052-0001,2013-11-07,DC,Professor of English and American Studies
23449,Washington,USA,Department of English,1900-01-01,Gayle,2015,83874,George Washington University,Wald,F.,Dr.,{},20052-0001,2015-08-04,DC,Professor of English and American Studies
23450,Milwaukee,USA,Art History,2007-07-17,Jane,2007,75931,"University of Wisconsin, Milwaukee",Waldbaum,C.,Prof.,{},53212-1255,2007-07-17,WI,Professor Emerita
23451,DeKalb,USA,{},1991-11-06,Lynne,1992,5597,Northern Illinois University,Waldeland,M.,Prof.,{},60115,1991-11-06,IL,Asst. Provost for Aca. Plan.
23452,Los Angeles,USA,{},1993-01-30,Roger,1993,4327,"University of California, Los Angeles",Waldinger,D.,Prof.,{},90095-9000,1992-12-02,CA,Professor of Sociology
23453,Austin,USA,Department of Art and Art History,1900-01-01,Louis,0,84824,"University of Texas, Austin",Waldman,A.,Prof.,{},78712-0100,1900-01-01,TX,Associate Professor
23454,Worcester,USA,Music,2014-07-22,Jessica,2014,82915,College of the Holy Cross,Waldoff,P.,Prof.,{},01610-2395,2014-07-22,MA,Associate Professor of Music
23455,Newport,USA,{},1900-01-01,Arthur,0,86539,U.S. Naval War College,Waldron,{},Prof.,{},02841-1207,1900-01-01,RI,Professor of Strategy
23456,Burlington,USA,Department of Spanish,1900-01-01,John,0,84677,University of Vermont,Waldron,V.,{},{},05405-0160,1900-01-01,VT,Associate Professor of Spanish
23457,Boone,USA,{},2010-12-08,Heather,2011,79214,Appalachian State University,Waldroup,L.,Dr.,{},28608-0001,2010-12-08,NC,{}
23458,New York,USA,{},1991-05-07,Joshua,1991,9392,YIVO Institute for Jewish Research,Waletzky,{},Mr.,{},10011-6301,1991-05-06,NY,Independent Director
23459,New York,USA,Department of History,1991-12-12,Joanna,1992,6870,New York University,Waley-Cohen,{},Prof.,{},10012-1019,1991-12-12,NY,Professor
23460,New York,USA,Department of History,1992-11-30,Joanna,1993,6931,New York University,Waley-Cohen,{},Prof.,{},10012-1019,1992-11-30,NY,Professor
23461,Chicago,USA,Anthropology,1998-04-03,Alaka,1998,10145,Field Museum of Natural History,Wali,{},{},{},60605-2827,1998-04-03,IL,Curator
23462,Fort Worth,USA,{},1900-01-01,Andrew,0,86061,Amon Carter Museum,Walker,{},Dr.,{},76113-2365,1900-01-01,TX,Director
23463,Fort Worth,USA,{},2010-11-30,Andrew,2011,79206,Amon Carter Museum,Walker,{},Dr.,{},76113-2365,2010-11-30,TX,Director
23464,Jackson,USA,{},2000-04-14,Anna,2000,7889,Mississippi Humanities Council,Walker,L.,{},{},39211-6453,2000-04-14,MS,Program Coordinator
23465,Reno,USA,Department of History,2011-03-07,Barbara,2011,79362,"University of Nevada, Reno",Walker,B.,Ms.,{},89557-0001,2011-03-07,NV,Associate Professor of History
23466,Reno,USA,Department of History,2013-09-10,Barbara,2013,81981,"University of Nevada, Reno",Walker,B.,Ms.,{},89557-0001,2013-09-10,NV,Associate Professor of History
23467,Claremont,USA,English,2008-05-07,Cheryl,2008,76486,Scripps College,Walker,Lawson,Dr.,{},91711-3948,2008-05-07,CA,Richard Amrour Professor of Modern Languages
23468,Missoula,USA,Department of Modern and Classical Languages and Literatures,1900-01-01,Clint,0,84854,University of Montana,Walker,B.,{},{},59801-4494,1900-01-01,MT,Associate Professor of Russian
23469,{},{},{},1992-04-29,Galal,1992,1273,{},Walker,{},{},{},{},1992-04-29,{},{}
23470,{},{},{},1993-04-27,Galal,1993,1277,{},Walker,{},{},{},{},1993-04-27,{},{}
23471,Portland,USA,Library,1990-03-09,Gay,1990,24650,Reed College,Walker,{},Ms.,{},97202-8199,1990-03-08,OR,Head of Special Collections
23472,Hiawatha,USA,{},1991-12-31,Glenn,1992,5329,Hiawatha High School,Walker,R.,Mr.,{},66434,1991-11-21,KS,Building Principal
23473,Austin,USA,{},2010-11-30,Jeffrey,2011,79154,"University of Texas, Austin",Walker,{},Prof.,{},78712-0100,2010-10-31,TX,{}
23474,Seattle,USA,Department of History,2010-11-20,Joel,2011,79083,University of Washington,Walker,Thomas,{},{},98105-6613,2010-10-31,WA,Associate Professor
23475,Boise,USA,{},1990-10-17,Kathy Le Mons,1991,43105,Boise State University,Walker,{},{},{},83725-0001,1990-10-17,ID,{}
23476,Boise,USA,{},2001-01-05,Kathy Le Mons,2001,59109,Boise State University,Walker,{},{},{},83725-0001,2001-01-05,ID,{}
23477,Tulsa,USA,{},1998-05-12,Laura,1998,1112,Tulsa Community College,Walker,{},{},{},74135-6198,1998-05-11,OK,Gobal Ed. & Intl Language Ctr
23478,Kennesaw,USA,Fellow,2004-04-29,Leslie,2004,72785,Kennesaw State University,Walker,M.,{},{},30144-5591,2004-04-29,GA,Kennesaw Mountain Writing Project
23479,Spartanburg,USA,{},2013-04-17,Melissa,2013,81586,Converse College,Walker,{},Dr.,{},29302-0006,2013-04-17,SC,{}
23480,Columbia,USA,{},1993-01-30,Nancy,1993,4316,Stephens College,Walker,A.,Prof.,{},65215-0001,1992-12-02,MO,{}
23481,Columbia,USA,{},1994-03-01,Nancy,1994,4431,Stephens College,Walker,A.,Prof.,{},65215-0001,1994-03-01,MO,{}
23482,Columbia,USA,{},1995-01-17,Nancy,1995,4504,Stephens College,Walker,A.,Prof.,{},65215-0001,1995-01-17,MO,{}
23483,Flagstaff,USA,{},1900-01-01,Patricia,2015,84062,Museum of Northern Arizona,Walker,{},{},{},86001-8348,2015-07-10,AZ,Archivist
